id,action,value,created_at,user_id
1144,enter,home,2018-02-21 08:30:45.169158+00,52
1148,enter,home,2018-02-21 10:07:01.98235+00,52
1152,เพิ่มเข้าตะกร้า,แกงส้ม+ไข่เจียว,2018-02-21 10:10:14.041527+00,52
1160,สั่งอาหาร,76,2018-02-21 10:15:29.73492+00,52
411,enter,home,2018-02-16 10:25:31.747361+00,18
412,enter,โรงอาหารโต้รุ่ง,2018-02-16 10:26:00.570519+00,18
413,enter_store,พินิจโต้รุ่ง,2018-02-16 10:26:29.273015+00,18
414,สั่งอาหาร,47,2018-02-16 10:27:35.459889+00,18
415,enter,home,2018-02-16 10:30:39.613407+00,18
416,enter,โรงอาหารโต้รุ่ง,2018-02-16 10:30:57.685493+00,18
417,enter_store,ร้านอาหารตามสั่งอิ่มอร่อย,2018-02-16 10:31:08.950801+00,18
418,enter_store,ร้านอาหารตามสั่งอิ่มอร่อย,2018-02-16 10:32:02.168423+00,18
419,สั่งอาหาร,48,2018-02-16 10:34:29.828512+00,18
420,enter,home,2018-02-16 11:14:13.457351+00,18
421,search_cate,ของหวาน,2018-02-16 12:52:29.774393+00,18
422,search_cate,สเต็ก,2018-02-16 12:52:39.479332+00,18
423,search_cate,ปิ้งย่าง,2018-02-16 12:52:43.535009+00,18
424,search_cate,ปิ้งย่าง,2018-02-16 12:52:43.673708+00,18
425,search_cate,ชาบู,2018-02-16 12:52:47.878474+00,18
426,search_cate,อาหารไทย,2018-02-16 12:52:52.650928+00,18
754,enter,home,2018-02-20 01:42:46.404412+00,36
756,กรอกประวัติความหิว,NinewsPisitt,2018-02-20 01:44:25.544712+00,36
758,enter,โรงอาหารโต้รุ่ง,2018-02-20 01:45:55.755653+00,36
760,enter_store,ปังเย็น,2018-02-20 01:46:57.79956+00,36
762,search_cate,เครื่องดื่ม,2018-02-20 04:04:50.341626+00,37
764,enter_store,สมใจ ลูกชิ้นทอด,2018-02-20 04:05:49.13716+00,37
438,enter,home,2018-02-16 13:23:07.819235+00,19
439,search_cate,all,2018-02-16 13:23:11.856701+00,19
440,like,7,2018-02-16 13:23:13.003022+00,19
441,enter,home,2018-02-16 13:23:14.471649+00,19
442,search_cate,delivery,2018-02-16 13:23:16.416934+00,19
443,enter_store,อาหารอิสลาม Halal Food,2018-02-16 13:23:28.945706+00,19
528,enter,home,2018-02-17 05:22:37.122358+00,17
529,enter,โรงอาหารโต้รุ่ง,2018-02-17 05:22:51.265309+00,17
530,enter_store,พินิจโต้รุ่ง,2018-02-17 05:22:55.517906+00,17
531,enter_store,พินิจโต้รุ่ง,2018-02-17 05:23:28.567346+00,17
532,enter_store,พินิจโต้รุ่ง,2018-02-17 05:23:28.650004+00,17
533,enter,home,2018-02-17 05:23:30.486718+00,17
536,enter,home,2018-02-17 05:23:51.504484+00,17
537,enter,home,2018-02-17 05:23:51.553488+00,20
538,enter,โรงอาหารโต้รุ่ง,2018-02-17 05:24:01.525644+00,17
539,enter_store,พินิจโต้รุ่ง,2018-02-17 05:24:03.879117+00,17
541,like,2,2018-02-17 05:24:08.627836+00,17
542,enter_store,พินิจโต้รุ่ง,2018-02-17 05:24:10.004658+00,20
543,enter_store,พินิจโต้รุ่ง,2018-02-17 05:24:38.689335+00,17
544,enter,โรงอาหารโต้รุ่ง,2018-02-17 05:24:38.955467+00,20
545,search_cate,เครื่องดื่ม,2018-02-17 05:25:24.047466+00,20
774,search_cate,อาหารไทย,2018-02-20 05:33:21.957518+00,38
776,enter,home,2018-02-20 08:30:50.165564+00,39
778,enter,home,2018-02-20 08:32:19.975124+00,39
780,enter,home,2018-02-20 08:33:32.434775+00,39
782,search_cate,ชาบู,2018-02-20 08:34:14.675442+00,39
551,enter,home,2018-02-17 10:23:43.558496+00,17
552,search_cate,เครื่องดื่ม,2018-02-17 10:23:48.595087+00,17
553,enter_store,ปังเย็น,2018-02-17 10:23:51.826298+00,17
471,enter,home,2018-02-16 15:33:07.228543+00,18
472,enter,home,2018-02-16 15:34:04.808455+00,18
473,enter,home,2018-02-16 15:34:21.529925+00,18
474,enter,home,2018-02-16 15:34:56.580018+00,18
475,enter,home,2018-02-16 15:35:30.506035+00,18
476,search_cate,ปิ้งย่าง,2018-02-16 15:35:33.659124+00,18
477,enter,home,2018-02-16 15:35:48.637174+00,18
478,search_cate,เครื่องดื่ม,2018-02-16 15:35:51.01598+00,18
479,enter_store,ปังเย็น,2018-02-16 15:36:02.304418+00,18
480,enter_store,ปังเย็น,2018-02-16 15:40:02.84907+00,18
481,enter,home,2018-02-16 15:40:57.226365+00,18
482,enter,โรงอาหารโต้รุ่ง,2018-02-16 15:41:07.204994+00,18
483,enter_store,ชาย 4 บะหมี่เกี๊ยว,2018-02-16 15:41:15.436538+00,18
554,enter,โต้รุ่ง checkout,2018-02-17 10:23:59.083299+00,17
555,สั่งอาหาร,57,2018-02-17 10:25:10.492441+00,17
556,enter,home,2018-02-17 10:25:28.570811+00,17
557,search_cate,เครื่องดื่ม,2018-02-17 10:25:34.164511+00,17
558,enter_store,ปังเย็น,2018-02-17 10:25:36.855135+00,17
559,enter,โต้รุ่ง checkout,2018-02-17 10:26:04.951143+00,17
489,สั่งอาหาร,50,2018-02-16 15:46:14.58298+00,18
490,enter,home,2018-02-16 16:28:57.647121+00,18
491,enter,home,2018-02-16 16:29:40.602618+00,18
560,enter,home,2018-02-17 10:27:55.896225+00,17
561,enter,home,2018-02-17 10:28:36.305136+00,17
562,enter,home,2018-02-17 10:41:54.205555+00,21
563,search_cate,เครื่องดื่ม,2018-02-17 10:42:09.289541+00,21
564,enter_store,ปังเย็น,2018-02-17 10:42:12.679926+00,21
565,enter,โต้รุ่ง checkout,2018-02-17 10:42:25.674621+00,21
566,สั่งอาหาร,59,2018-02-17 10:42:57.362691+00,21
567,enter,home,2018-02-18 03:07:55.140959+00,22
568,enter,โรงอาหารโต้รุ่ง,2018-02-18 03:07:58.181546+00,22
569,enter_store,ตำยำย่าง อาหารอีสาน ลาบยโส,2018-02-18 03:08:36.768437+00,22
570,กรอกประวัติความหิว,givemefoodbeforeiendyou,2018-02-18 04:35:55.287317+00,23
784,search_cate,delivery,2018-02-20 08:34:19.55511+00,39
786,enter,home,2018-02-20 09:08:24.373695+00,41
788,enter_store,ร้านอาหารตามสั่งอิ่มอร่อย,2018-02-20 09:09:09.099742+00,41
789,enter_store,ร้านอาหารตามสั่งอิ่มอร่อย,2018-02-20 09:10:29.743271+00,41
791,search_cate,อาหารไทย,2018-02-20 09:10:56.525556+00,41
792,enter,โรงอาหารโต้รุ่ง,2018-02-20 09:11:00.083201+00,41
793,enter_store,พินิจโต้รุ่ง,2018-02-20 09:11:03.690346+00,41
571,enter,home,2018-02-18 04:36:09.389548+00,23
572,enter,โรงอาหารโต้รุ่ง,2018-02-18 04:36:52.348029+00,23
1145,enter,โรงอาหารโต้รุ่ง,2018-02-21 08:30:49.695681+00,52
1149,enter,โรงอาหารโต้รุ่ง,2018-02-21 10:07:09.405609+00,52
1157,enter_store,ข้าวแกงชุดอิ่มอร่อย,2018-02-21 10:11:51.861203+00,52
577,enter,home,2018-02-18 10:26:33.464139+00,25
578,enter,home,2018-02-18 11:57:14.335594+00,26
579,enter,โรงอาหารโต้รุ่ง,2018-02-18 11:57:16.251933+00,26
580,enter_store,ผัดไท หอยทอด ลาดหน้า,2018-02-18 11:57:24.372574+00,26
581,enter_store,ศิริรัตน์ โจ้ก ข้าวต้ม,2018-02-18 11:57:35.27194+00,26
582,enter_store,ข้าวหน้าเป็ด-ข้าวหมูแดง-ข้าวหมูกรอบ,2018-02-18 11:57:39.105467+00,26
583,enter_store,ผัดไท หอยทอด ลาดหน้า,2018-02-18 11:57:43.584484+00,26
584,enter_store,พินิจโต้รุ่ง,2018-02-18 11:58:05.936712+00,26
585,enter_store,ร้านอาหารตามสั่งอิ่มอร่อย,2018-02-18 11:58:57.956649+00,26
586,enter_store,ผัดไท หอยทอด ราดหน้า,2018-02-18 11:59:30.051524+00,26
587,enter,โต้รุ่ง checkout,2018-02-18 12:02:20.866583+00,26
588,สั่งอาหาร,60,2018-02-18 12:07:17.467943+00,26
589,enter,home,2018-02-18 12:07:42.366406+00,26
591,enter,home,2018-02-19 02:27:07.097168+00,28
592,search_cate,เครื่องดื่ม,2018-02-19 02:27:13.682014+00,28
593,search_cate,ปิ้งย่าง,2018-02-19 02:27:24.136763+00,28
594,enter_store,21,2018-02-19 02:27:32.4927+00,28
595,search_cate,อาหารไทย,2018-02-19 02:27:47.853691+00,28
598,enter,home,2018-02-19 10:19:35.181979+00,29
599,กรอกประวัติความหิว,99daa35c18d14695,2018-02-19 10:21:34.187552+00,29
600,enter,home,2018-02-19 10:21:54.589746+00,29
601,search_cate,ปิ้งย่าง,2018-02-19 10:21:59.17833+00,29
602,enter,home,2018-02-19 10:22:11.656327+00,29
603,enter,เกี่ยวกับเรา,2018-02-19 10:22:25.942314+00,29
604,enter,โรงอาหารโต้รุ่ง,2018-02-19 10:22:45.346305+00,29
605,enter_store,ข้าวยำไก่ย่าง ข้าวมันไก่ 2 สี,2018-02-19 10:23:00.760633+00,29
606,enter,โต้รุ่ง checkout,2018-02-19 10:23:30.498197+00,29
755,enter,โรงอาหารโต้รุ่ง,2018-02-20 01:42:57.232728+00,36
612,enter,home,2018-02-19 11:01:38.454266+00,30
613,enter,เกี่ยวกับเรา,2018-02-19 11:01:47.972089+00,30
614,enter,โรงอาหารโต้รุ่ง,2018-02-19 11:02:02.784104+00,30
615,enter_store,น้องแนนหมูปิ้ง,2018-02-19 11:02:17.070939+00,30
616,กรอกประวัติความหิว,DeweDew,2018-02-19 11:03:40.184084+00,30
617,enter,home,2018-02-19 11:03:46.638885+00,30
618,enter,home,2018-02-19 11:10:37.936378+00,31
619,กรอกประวัติความหิว,PumpimParichat,2018-02-19 11:11:51.042172+00,31
620,enter,home,2018-02-19 11:11:55.642709+00,31
621,search_cate,ปิ้งย่าง,2018-02-19 11:12:23.180507+00,31
622,search_cate,อาหารไทย,2018-02-19 11:12:35.107241+00,31
757,enter,home,2018-02-20 01:45:53.386179+00,36
624,enter_store,ร้านอาหารตามสั่งอิ่มอร่อย,2018-02-19 11:13:31.810236+00,31
625,enter,home,2018-02-19 11:14:35.713699+00,31
759,enter_store,ร้าน 3 ป. ขาหมู อาหารตามสั่ง,2018-02-20 01:46:18.493753+00,36
761,enter,home,2018-02-20 04:04:44.364265+00,37
763,enter,โรงอาหารโต้รุ่ง,2018-02-20 04:04:57.458638+00,37
765,enter_store,ร้าน 3 ป. ขาหมู อาหารตามสั่ง,2018-02-20 04:06:15.172894+00,37
631,enter,home,2018-02-19 14:41:28.87527+00,32
632,search_cate,delivery,2018-02-19 14:41:34.507656+00,32
633,enter,home,2018-02-19 14:42:03.691675+00,32
634,enter,โรงอาหารโต้รุ่ง,2018-02-19 14:42:07.32817+00,32
635,enter_store,ปังเย็น,2018-02-19 14:43:28.868883+00,32
636,enter_store,พินิจโต้รุ่ง,2018-02-19 14:43:45.055967+00,32
637,enter,home,2018-02-19 14:44:24.73898+00,32
638,search_cate,ปิ้งย่าง,2018-02-19 14:44:27.959272+00,32
639,search_cate,เครื่องดื่ม,2018-02-19 14:44:33.147612+00,32
640,enter,โรงอาหารโต้รุ่ง,2018-02-19 14:44:59.272689+00,32
641,กรอกประวัติความหิว,BammyUssariya,2018-02-19 14:45:47.373543+00,32
642,enter,home,2018-02-19 14:45:53.030221+00,32
643,enter,home,2018-02-19 14:46:03.181995+00,32
644,enter,โรงอาหารโต้รุ่ง,2018-02-19 14:46:06.654379+00,32
645,enter_store,ศิริรัตน์ โจ้ก ข้าวต้ม,2018-02-19 14:46:42.490829+00,32
646,enter,โต้รุ่ง checkout,2018-02-19 14:47:19.881805+00,32
647,enter,home,2018-02-19 14:53:50.254228+00,33
648,enter,home,2018-02-19 14:55:34.63614+00,33
649,enter,home,2018-02-19 15:02:54.159822+00,34
650,enter,โรงอาหารโต้รุ่ง,2018-02-19 15:02:57.851641+00,34
651,enter_store,ข้าวยำไก่ย่าง ข้าวมันไก่ 2 สี,2018-02-19 15:03:03.29717+00,34
652,enter_store,แชมป์ฮั้งเพ้ง,2018-02-19 15:03:15.98727+00,34
653,enter_store,อาหารอิสลาม Halal Food,2018-02-19 15:03:20.478263+00,34
654,enter_store,ผัดไท หอยทอด ราดหน้า,2018-02-19 15:03:25.457735+00,34
655,enter_store,ศิริรัตน์ โจ้ก ข้าวต้ม,2018-02-19 15:03:33.617761+00,34
656,search_cate,เครื่องดื่ม,2018-02-19 15:03:37.851753+00,34
657,enter,home,2018-02-19 15:03:48.300824+00,34
773,enter,home,2018-02-20 05:33:17.340191+00,38
775,enter_store,ข้าวแกงชุดอิ่มอร่อย,2018-02-20 05:33:45.824514+00,38
777,กรอกประวัติความหิว,PBArtitchrat,2018-02-20 08:32:12.787863+00,39
779,enter,โรงอาหารโต้รุ่ง,2018-02-20 08:32:31.996142+00,39
781,search_cate,เครื่องดื่ม,2018-02-20 08:34:05.88993+00,39
783,search_cate,สเต็ก,2018-02-20 08:34:17.187057+00,39
785,enter,home,2018-02-20 08:34:39.027575+00,39
787,enter,โรงอาหารโต้รุ่ง,2018-02-20 09:08:27.730655+00,41
790,search_cate,ปิ้งย่าง,2018-02-20 09:10:53.129624+00,41
794,enter,โต้รุ่ง checkout,2018-02-20 09:11:22.511956+00,41
795,enter_store,ร้านอาหารตามสั่งอิ่มอร่อย,2018-02-20 09:11:42.606895+00,41
796,enter,โต้รุ่ง checkout,2018-02-20 09:12:10.181159+00,41
1141,enter,home,2018-02-21 08:27:10.577234+00,52
803,enter,home,2018-02-20 10:26:41.0039+00,36
804,enter,โรงอาหารโต้รุ่ง,2018-02-20 10:26:46.631298+00,36
805,enter_store,ร้าน 3 ป. ขาหมู อาหารตามสั่ง,2018-02-20 10:26:52.560428+00,36
806,เพิ่มเข้าตะกร้า,"ยำมาม่าหมูสับ,หมูชิ้น,ไก่",2018-02-20 10:27:33.900497+00,36
807,เพิ่มเข้าตะกร้า,"ยำมาม่าหมูสับ,หมูชิ้น,ไก่",2018-02-20 10:27:34.606067+00,36
808,enter,โต้รุ่ง checkout,2018-02-20 10:27:50.978043+00,36
809,enter,โต้รุ่ง checkout,2018-02-20 10:28:17.90137+00,36
810,enter,home,2018-02-20 10:29:33.454271+00,36
811,enter,โรงอาหารโต้รุ่ง,2018-02-20 10:29:39.668029+00,36
812,enter_store,ร้านอาหารตามสั่งอิ่มอร่อย,2018-02-20 10:29:46.532276+00,36
813,เพิ่มเข้าตะกร้า,"ข้าวผัดผงกะหรี่หมู,ไก่,กุ้ง,ปลาหมึก,ทะเล",2018-02-20 10:30:10.179231+00,36
814,enter,โต้รุ่ง checkout,2018-02-20 10:30:14.122966+00,36
821,enter,home,2018-02-20 10:56:27.536609+00,43
822,search_cate,อาหารไทย,2018-02-20 10:56:56.173221+00,43
823,enter,โรงอาหารโต้รุ่ง,2018-02-20 10:57:24.128005+00,43
824,enter_store,พินิจโต้รุ่ง,2018-02-20 10:57:35.304634+00,43
825,enter_store,ร้านอาหารตามสั่งอิ่มอร่อย,2018-02-20 10:58:09.16997+00,43
826,enter_store,ร้าน 3 ป. ขาหมู อาหารตามสั่ง,2018-02-20 10:59:00.486828+00,43
827,enter_store,อาหารอิสลาม Halal Food,2018-02-20 11:00:22.300576+00,43
828,enter_store,แชมป์ฮั้งเพ้ง,2018-02-20 11:00:43.043928+00,43
829,enter_store,ผัดไท หอยทอด ราดหน้า,2018-02-20 11:01:25.541765+00,43
830,enter_store,ศิริรัตน์ โจ้ก ข้าวต้ม,2018-02-20 11:01:33.576253+00,43
831,enter_store,ข้าวแกงชุดอิ่มอร่อย,2018-02-20 11:01:43.384914+00,43
832,enter_store,ตำยำย่าง อาหารอีสาน ลาบยโส,2018-02-20 11:01:53.185064+00,43
833,enter_store,ปังเย็น,2018-02-20 11:02:30.517735+00,43
834,enter_store,เครื่องดื่ม ยำผลไม้ ผลไม้,2018-02-20 11:02:43.466613+00,43
835,enter_store,ผัดไท หอยทอด ราดหน้า,2018-02-20 11:02:58.287178+00,43
836,enter_store,ข้าวหน้าเป็ด-ข้าวหมูแดง-ข้าวหมูกรอบ,2018-02-20 11:04:16.945209+00,43
837,enter_store,ชาย 4 บะหมี่เกี๊ยว,2018-02-20 11:04:37.581329+00,43
838,enter,home,2018-02-20 11:06:54.898722+00,43
839,search_cate,ปิ้งย่าง,2018-02-20 11:06:59.846301+00,43
840,enter_store,21,2018-02-20 11:07:07.614131+00,43
841,enter,home,2018-02-20 11:07:19.79347+00,43
856,enter,home,2018-02-20 12:59:09.42276+00,44
857,enter,home,2018-02-20 13:00:08.731195+00,44
858,search_cate,อาหารไทย,2018-02-20 13:00:13.220676+00,44
859,enter_store,ชาย 4 บะหมี่เกี๊ยว,2018-02-20 13:01:15.790256+00,44
860,enter_store,ร้านอาหารตามสั่งอิ่มอร่อย,2018-02-20 13:01:38.043328+00,44
861,enter,home,2018-02-20 13:05:19.457015+00,45
862,enter,โรงอาหารโต้รุ่ง,2018-02-20 13:05:24.205485+00,45
863,enter_store,ร้าน 3 ป. ขาหมู อาหารตามสั่ง,2018-02-20 13:05:36.552312+00,45
864,enter,home,2018-02-20 13:06:27.221603+00,45
865,enter,โรงอาหารโต้รุ่ง,2018-02-20 13:06:31.542886+00,45
866,enter_store,ร้าน 3 ป. ขาหมู อาหารตามสั่ง,2018-02-20 13:06:42.096418+00,45
867,เพิ่มเข้าตะกร้า,"ข้าวราดผัดคะน้าทะเล,ปลาหมึก,กุ้ง,ปลา",2018-02-20 13:07:02.183746+00,45
868,เพิ่มเข้าตะกร้า,"ข้าวราดผัดคะน้าทะเล,ปลาหมึก,กุ้ง,ปลา",2018-02-20 13:07:02.9676+00,45
869,เพิ่มเข้าตะกร้า,"ข้าวราดผัดคะน้าทะเล,ปลาหมึก,กุ้ง,ปลา",2018-02-20 13:07:03.880694+00,45
870,เพิ่มเข้าตะกร้า,"ข้าวราดผัดคะน้าทะเล,ปลาหมึก,กุ้ง,ปลา",2018-02-20 13:07:04.237411+00,45
871,เพิ่มเข้าตะกร้า,"ข้าวราดผัดคะน้าทะเล,ปลาหมึก,กุ้ง,ปลา",2018-02-20 13:07:05.03958+00,45
872,enter,โต้รุ่ง checkout,2018-02-20 13:07:12.841002+00,45
873,enter,โต้รุ่ง checkout,2018-02-20 13:07:39.155971+00,45
874,enter,home,2018-02-20 13:08:05.119292+00,45
875,enter,โรงอาหารโต้รุ่ง,2018-02-20 13:08:08.711694+00,45
876,enter,โต้รุ่ง checkout,2018-02-20 13:08:19.845507+00,45
877,enter,home,2018-02-20 13:09:28.074125+00,45
878,enter,โรงอาหารโต้รุ่ง,2018-02-20 13:09:30.970703+00,45
879,enter_store,ร้าน 3 ป. ขาหมู อาหารตามสั่ง,2018-02-20 13:09:35.342491+00,45
880,เพิ่มเข้าตะกร้า,"ข้าวราดผัดขี้เมาทะเล,ปลาหมึก,กุ้ง,ปลา",2018-02-20 13:10:14.889528+00,45
881,enter,โต้รุ่ง checkout,2018-02-20 13:10:20.238214+00,45
883,enter,home,2018-02-20 13:54:34.147411+00,46
884,กรอกประวัติความหิว,06ac082e756c4bfe,2018-02-20 13:56:40.157459+00,46
885,enter,home,2018-02-20 13:57:04.11428+00,47
886,enter,home,2018-02-20 13:58:18.848047+00,46
887,enter,home,2018-02-20 13:58:25.164994+00,46
888,enter,เกี่ยวกับเรา,2018-02-20 13:58:39.661695+00,46
889,enter,home,2018-02-20 13:58:43.595474+00,46
890,enter,โรงอาหารโต้รุ่ง,2018-02-20 13:58:49.828643+00,46
891,enter_store,พินิจโต้รุ่ง,2018-02-20 13:59:14.357545+00,46
892,enter_store,ร้านอาหารตามสั่งอิ่มอร่อย,2018-02-20 14:00:01.998435+00,46
893,เพิ่มเข้าตะกร้า,ข้าวภูเขาไฟ,2018-02-20 14:00:33.829499+00,46
894,เพิ่มเข้าตะกร้า,ข้าวภูเขาไฟ,2018-02-20 14:00:33.993084+00,46
895,เพิ่มเข้าตะกร้า,ข้าวภูเขาไฟ,2018-02-20 14:00:35.819939+00,46
896,เพิ่มเข้าตะกร้า,ข้าวภูเขาไฟ,2018-02-20 14:00:37.779346+00,46
897,enter,โต้รุ่ง checkout,2018-02-20 14:00:43.246687+00,46
898,เพิ่มเข้าตะกร้า,"ข้าวกระเพราหมู,ไก่",2018-02-20 14:04:29.195903+00,46
899,enter,โรงอาหารโต้รุ่ง,2018-02-20 14:04:37.160071+00,46
900,enter_store,ปังเย็น,2018-02-20 14:04:45.679514+00,46
901,เพิ่มเข้าตะกร้า,ไวท์มอลต์ ภูเขาไฟ,2018-02-20 14:04:54.030913+00,46
902,เพิ่มเข้าตะกร้า,ไวท์มอลต์ ภูเขาไฟ,2018-02-20 14:05:12.895906+00,46
903,enter,โต้รุ่ง checkout,2018-02-20 14:05:17.564769+00,46
904,enter,โต้รุ่ง checkout,2018-02-20 14:06:57.092385+00,46
905,enter,โต้รุ่ง checkout,2018-02-20 14:07:05.169644+00,46
906,enter,home,2018-02-20 14:07:25.4223+00,46
907,search_cate,ปิ้งย่าง,2018-02-20 14:07:29.846518+00,46
908,search_cate,ปิ้งย่าง,2018-02-20 14:07:31.872827+00,46
909,search_cate,สเต็ก,2018-02-20 14:07:33.39859+00,46
910,enter,home,2018-02-20 14:07:35.461188+00,46
911,enter,โรงอาหารโต้รุ่ง,2018-02-20 14:07:39.358938+00,46
912,enter,โต้รุ่ง checkout,2018-02-20 14:07:47.747268+00,46
913,enter,โต้รุ่ง checkout,2018-02-20 14:09:23.010758+00,46
1142,enter,โรงอาหารโต้รุ่ง,2018-02-21 08:27:17.726868+00,52
1146,enter_store,ร้านอาหารตามสั่งอิ่มอร่อย,2018-02-21 08:31:10.37512+00,52
1150,enter_store,อาหารอิสลาม Halal Food,2018-02-21 10:07:23.699129+00,52
1153,เพิ่มเข้าตะกร้า,แกงส้ม+ไข่เจียว,2018-02-21 10:10:15.295699+00,52
1155,เพิ่มเข้าตะกร้า,แกงส้ม+ไข่เจียว,2018-02-21 10:10:34.81767+00,52
1158,enter,โต้รุ่ง checkout,2018-02-21 10:11:58.36503+00,52
1161,enter,home,2018-02-21 10:15:54.958976+00,52
1163,กรอกประวัติความหิว,bellelaniti2,2018-02-21 10:25:02.939616+00,53
922,enter_store,ร้านอาหารตามสั่งอิ่มอร่อย,2018-02-20 14:10:58.703653+00,46
923,เพิ่มเข้าตะกร้า,ข้าวกระเพราเห็ดรวม,2018-02-20 14:11:08.695902+00,46
924,เพิ่มเข้าตะกร้า,ข้าวกระเพราเห็ดรวม,2018-02-20 14:11:09.068756+00,46
925,enter,โต้รุ่ง checkout,2018-02-20 14:11:16.151998+00,46
926,เพิ่มเข้าตะกร้า,ข้าวกระเพราเห็ดรวม,2018-02-20 14:11:28.787327+00,46
927,enter,โรงอาหารโต้รุ่ง,2018-02-20 14:11:36.396134+00,46
928,enter_store,ANWAR BURGER,2018-02-20 14:11:59.613316+00,46
929,enter,โรงอาหารโต้รุ่ง,2018-02-20 14:12:31.167386+00,46
930,enter_store,ปังเย็น,2018-02-20 14:12:45.039075+00,46
1165,enter,โรงอาหารโต้รุ่ง,2018-02-21 10:25:42.481808+00,53
932,เพิ่มเข้าตะกร้า,ไวท์มอลต์ ภูเขาไฟ,2018-02-20 14:13:28.497983+00,46
933,enter,โรงอาหารโต้รุ่ง,2018-02-20 14:13:34.321925+00,46
934,enter_store,สมใจ ลูกชิ้นทอด,2018-02-20 14:13:41.702394+00,46
935,เพิ่มเข้าตะกร้า,ลูกชิ้นปลาหมึก,2018-02-20 14:14:26.193246+00,46
936,เพิ่มเข้าตะกร้า,ลูกชิ้นปลาหมึก,2018-02-20 14:14:26.899663+00,46
937,เพิ่มเข้าตะกร้า,ลูกชิ้นปลาหมึก,2018-02-20 14:14:27.646682+00,46
938,enter,โต้รุ่ง checkout,2018-02-20 14:14:35.665333+00,46
939,enter,home,2018-02-20 14:15:17.462608+00,48
940,enter,โรงอาหารโต้รุ่ง,2018-02-20 14:15:35.708609+00,48
941,สั่งอาหาร,74,2018-02-20 14:16:10.418375+00,46
942,enter_store,เครื่องดื่ม ยำผลไม้ ผลไม้,2018-02-20 14:16:35.736341+00,48
943,enter_store,ปังเย็น,2018-02-20 14:17:01.319963+00,48
944,enter_store,ANWAR BURGER,2018-02-20 14:17:16.110405+00,48
945,enter_store,ตำยำย่าง อาหารอีสาน ลาบยโส,2018-02-20 14:17:42.640627+00,48
946,search_cate,อาหารไทย,2018-02-20 14:18:30.272465+00,47
947,like,4,2018-02-20 14:18:34.79076+00,47
948,enter_store,อาหารอิสลาม Halal Food,2018-02-20 14:18:39.315785+00,47
949,เพิ่มเข้าตะกร้า,ข้าวผัดน้ำพริกกะปิ,2018-02-20 14:18:42.072031+00,47
950,enter,home,2018-02-20 14:18:43.995999+00,48
951,เพิ่มเข้าตะกร้า,ข้าวผัดน้ำพริกกะปิ,2018-02-20 14:18:44.171581+00,47
952,enter,โต้รุ่ง checkout,2018-02-20 14:18:57.441829+00,47
953,enter,เกี่ยวกับเรา,2018-02-20 14:18:58.169897+00,48
954,enter,เกี่ยวกับเรา,2018-02-20 14:19:09.708322+00,46
955,enter,ติดต่อเรา,2018-02-20 14:19:19.630611+00,46
956,กรอกประวัติความหิว,ThatchaponUbonrat,2018-02-20 14:21:37.194964+00,48
957,enter,home,2018-02-20 14:21:50.19051+00,48
958,enter,home,2018-02-20 14:21:53.468255+00,48
959,enter,home,2018-02-20 14:37:45.330804+00,46
960,enter,โรงอาหารโต้รุ่ง,2018-02-20 14:37:47.510735+00,46
961,enter_store,แชมป์ฮั้งเพ้ง,2018-02-20 14:37:50.690949+00,46
962,enter,home,2018-02-20 15:10:18.7565+00,49
963,enter,home,2018-02-20 15:53:20.488878+00,23
964,enter,โรงอาหารโต้รุ่ง,2018-02-20 15:53:41.155153+00,23
965,enter_store,ร้าน 3 ป. ขาหมู อาหารตามสั่ง,2018-02-20 15:53:58.593059+00,23
966,enter_store,น้องแนนหมูปิ้ง,2018-02-20 15:56:14.404352+00,23
967,กรอกประวัติความหิว,Pattamawan,2018-02-20 15:58:50.606391+00,50
968,enter,home,2018-02-20 15:59:19.222023+00,50
969,enter,home,2018-02-20 15:59:59.228018+00,50
970,enter,โรงอาหารโต้รุ่ง,2018-02-20 16:00:02.05961+00,50
1168,enter,home,2018-02-21 10:32:14.212132+00,54
971,enter_store,พินิจโต้รุ่ง,2018-02-20 16:00:18.506933+00,50
972,enter_store,ชาย 4 บะหมี่เกี๊ยว,2018-02-20 16:01:22.500362+00,50
973,enter_store,ผัดไท หอยทอด ราดหน้า,2018-02-20 16:02:03.336983+00,50
974,enter_store,สมใจ ลูกชิ้นทอด,2018-02-20 16:02:34.913071+00,50
975,enter,home,2018-02-20 16:04:46.52157+00,50
977,enter,home,2018-02-20 17:35:57.714271+00,51
978,search_cate,เครื่องดื่ม,2018-02-20 17:36:02.534954+00,51
979,search_cate,อาหารไทย,2018-02-20 17:36:25.484479+00,51
980,search_cate,delivery,2018-02-20 17:36:35.426047+00,51
1143,กรอกประวัติความหิว,ThitiratChayangkulNaAyutthaya,2018-02-21 08:29:49.148428+00,52
1147,enter_store,ศิริรัตน์ โจ้ก ข้าวต้ม,2018-02-21 08:32:00.553439+00,52
1151,enter_store,ข้าวแกงชุดอิ่มอร่อย,2018-02-21 10:09:22.387732+00,52
1154,enter,โต้รุ่ง checkout,2018-02-21 10:10:21.433522+00,52
1156,enter_store,ข้าวแกงชุดอิ่มอร่อย,2018-02-21 10:10:48.667725+00,52
1159,enter,โต้รุ่ง checkout,2018-02-21 10:14:10.499761+00,52
6730,enter,โรงอาหารโต้รุ่ง,2018-03-26 11:54:40.2003+00,56
